Brand;Model;Generation;Version
Fiat;127; I(1971-1977);
Fiat;128; PlaceholderGen; Coupe(1972-1985)
Fiat;128; PlaceholderGen; Sedan(1969-1985)
Fiat;128; PlaceholderGen; Kombi(1969-1985)
Fiat;130; PlaceholderGen; Coupe(1971-1978)
Fiat;130; PlaceholderGen; Sedan(1969-1978)
Fiat;131; PlaceholderGen; Kombi(1975-1985)
Fiat;131; PlaceholderGen; Sedan(1974-1984)
Fiat;132; PlaceholderGen;
Fiat;133; PlaceholderGen;
Fiat; 500L; PlaceholderGen; Hatchback5dseria6(2019-2022)
Fiat; 500L; PlaceholderGen; CrossSeria6(2019-2022)
Fiat; 500L; PlaceholderGen; Hatchback5dSeria5(2017-2018)
Fiat; 500L; PlaceholderGen; TrekkingSeria4(2016-2017)
Fiat; 500L; PlaceholderGen; Hatchback5dSeria4(2016-2017)
Fiat; 500L; PlaceholderGen; LivingSeria2(2015)
Fiat; 500L; PlaceholderGen; TrekkingSeria2(2015-2016)
Fiat; 500L; PlaceholderGen; Hatchback5dSeria1(2014-2015)
Fiat; 500L; PlaceholderGen; LivingSeria1(2014-2015)
Fiat; 500L; PlaceholderGen; TrekkingSeria1(2014-2015)
Fiat; 500L; PlaceholderGen; Hatchback5dSeria2(2014-2016)
Fiat; 500L; PlaceholderGen; Living(2012-2015)
Fiat; 500L; PlaceholderGen; Hatchback5d(2012-2013)
Fiat; 500L; PlaceholderGen; Trekking(2012-2013)
Fiat;850; PlaceholderGen; Cabrio(1964-1973)
Fiat;850; PlaceholderGen; Bus(1964-1973)
Fiat;850; PlaceholderGen; Coupe(1964-1973)
Fiat;850; PlaceholderGen; Hatchback(1964-1973)
Fiat; Albea; II(2004-2010);
Fiat; Albea; I(2002-2004);
Fiat; Argenta; PlaceholderGen;
Fiat; Barchetta; II(2003-2005);
Fiat; Barchetta; I(1995-2002);
Fiat; Bertone X1/9; PlaceholderGen;
Fiat; Brava; PlaceholderGen;
Fiat; Bravo; II(2006-2015); Hatchback5dSeria3(2014-2015)
Fiat; Bravo; II(2006-2015); Hatchback5dSeria2(2012-2013)
Fiat; Bravo; II(2006-2015); Hatchback5d(2006-2012)
Fiat; Bravo; I(1995-2001);
Fiat; Cinquecento; PlaceholderGen;
Fiat; Coupe; PlaceholderGen;
Fiat; Croma; II(2005-2010);
Fiat; Croma; I(1985-1996);
Fiat; Doblo; IV(2015-2019);
Fiat; Doblo; III(2010-2016); Van(2010-2016)
Fiat; Doblo; III(2010-2016); Cargo(2010-2016)
Fiat; Doblo; II(2006-2010);
Fiat; Doblo; I(2000-2006);
Fiat; Fiorino; IV(2008-2011); Cargo(2008-2011)
Fiat; Fiorino; IV(2008-2011); Kombi(2008-2010)
Fiat; Fiorino; III(1994-2000);
Fiat; Fiorino; II(1984-1993);
Fiat; Fiorino; I(1977-1984);
Fiat; Freemont; PlaceholderGen;
Fiat; Fullback; PlaceholderGen; Podwójnakabina(2016-2018)
Fiat; Fullback; PlaceholderGen; Przedłużonakabina(2016-2018)
Fiat; Idea; PlaceholderGen;
Fiat; Linea; PlaceholderGen; SedanFacelifting(2013-2015)
Fiat; Linea; PlaceholderGen; Sedan(2007-2013)
Fiat; Marea; PlaceholderGen; Sedan(1996-2002)
Fiat; Marea; PlaceholderGen; Weekend(1996-2002)
Fiat; Multipla; II(2004-2010);
Fiat; Multipla; I(1998-2004);
Fiat; Palio; II(2001-2004); Hatchback(2001-2004)
Fiat; Palio; II(2001-2004); Weekend(2001-2004)
Fiat; Palio; I(1996-2003); Weekend(1996-2003)
Fiat; Palio; I(1996-2003); Hatchback(1996-2003)
Fiat; Punto; Punto2012(2012-2018); VAN(2013-2016)
Fiat; Punto; Punto2012(2012-2018); Hatchback3d(2012-2016)
Fiat; Punto; Punto2012(2012-2018); Hatchback5d(2012-2018)
Fiat; Punto; PuntoEvo(2010-2011); Hatchback3d(2010-2011)
Fiat; Punto; PuntoEvo(2010-2011); Hatchback5d(2010-2011)
Fiat; Punto; GrandePunto(2005-2012); GrandePuntoCabrio(2007-2010)
Fiat; Punto; GrandePunto(2005-2012); Hatchback5d(2005-2011)
Fiat; Punto; GrandePunto(2005-2012); Hatchback3d(2005-2011)
Fiat; Punto; GrandePunto(2005-2012); Van(2005-2012)
Fiat; Punto; II(1999-2010); Hatchback(1999-2010)
Fiat; Punto; II(1999-2010); Van(1999-2010)
Fiat; Punto; I(1993-1999); Cabrio(1994-1999)
Fiat; Punto; I(1993-1999); Hatchback(1993-1999)
Fiat; Qubo; PlaceholderGen; QuboSeria1(2016-2019)
Fiat; Qubo; PlaceholderGen; FiorinoQubo(2009-2016)
Fiat; Regata; PlaceholderGen; Weekend(1984-1990)
Fiat; Regata; PlaceholderGen; Sedan(1983-1990)
Fiat; Ritmo; II(1982-1988); Cabrio(1983-1988)
Fiat; Ritmo; II(1982-1988); Hatchback(1982-1988)
Fiat; Ritmo; I(1978-1982); Cabrio(1980-1982)
Fiat; Ritmo; I(1978-1982); Hatchback(1978-1982)
Fiat; Scudo; II(2007-2016); Furgon(2010-2016)
Fiat; Scudo; II(2007-2016); FurgonDługi(2010-2016)
Fiat; Scudo; II(2007-2016); FurgonPrzeszklony(2010-2016)
Fiat; Scudo; II(2007-2016); FurgonPrzeszklonyDługi(2010-2016)
Fiat; Scudo; II(2007-2016); FurgonWysokiDach(2010-2016)
Fiat; Scudo; II(2007-2016); FurgonWysokiDachPrzeszklony(2010-2016)
Fiat; Scudo; II(2007-2016); KombiDługi(2010-2016)
Fiat; Scudo; II(2007-2016); KombiDługiCzęciowoPrzeszklony(2010-2016)
Fiat; Scudo; II(2007-2016); KombiCzęciowoPrzeszklony(2010-2016)
Fiat; Scudo; II(2007-2016); FurgonPianale(2010-2016)
Fiat; Scudo; II(2007-2016); Kombi(2007-2016)
Fiat; Scudo; I(1995-2007);
Fiat; Sedici; PlaceholderGen;
Fiat; Seicento; PlaceholderGen; Hatchback3d(1998-2010)
Fiat; Seicento; PlaceholderGen; Van(1998-2008)
Fiat; Siena; PlaceholderGen;
Fiat; Stilo; PlaceholderGen; Hatchback(2001-2007)
Fiat; Stilo; PlaceholderGen; Kombi(2001-2007)
Fiat; Strada; III(2004-2009); Krótkakabina(2004-2009)
Fiat; Strada; III(2004-2009); Długakabina(2004-2009)
Fiat; Strada; II(2001-2004);
Fiat; Strada; I(1999-2001);
Fiat; Talento; I(1991-1994);
Fiat; Talento; II(2016-teraz); FurgonL1H1(0-teraz)
Fiat; Talento; II(2016-teraz); FurgonL2H1(0-teraz)
Fiat; Talento; II(2016-teraz); FurgonL1H2(0-teraz)
Fiat; Talento; II(2016-teraz); KombiN1(0-teraz)
Fiat; Tempra; PlaceholderGen; Sedan(1990-1996)
Fiat; Tempra; PlaceholderGen; Kombi(1990-1996)
Fiat; Ulysse; II(2002-2010);
Fiat; Ulysse; I(1994-2002);
Fiat; Uno; II(1989-2002);
Fiat; Uno; I(1983-1989);
Ford; Bronco; VI(2023-teraz);
Ford; Bronco; V(1992-1996);
Ford; Bronco; IV(1987-1991);
Ford; Bronco; III(1980-1986);
Ford; Bronco; II(1978-1979);
Ford; Bronco; I(1966-1977);
Ford; Ecosport; II(2013-teraz); SUVFacelifting(2017-teraz)
Ford; Ecosport; II(2013-teraz); SUV(2013-2017)
Ford; Ecosport; I(2004-2012);
Ford; Escape; III(2013-teraz);
Ford; Escape; II(2007-2013);
Ford; Escape; I(2000-2007);
Ford; Explorer; VI(2016-teraz); SUVPlug-InHybrid(2020-teraz)
Ford; Explorer; VI(2016-teraz); SUV(2016-teraz)
Ford; Explorer; V(2010-2016);
Ford; Explorer; IV(2006-2010); Sport(2006-2010)
Ford; Explorer; IV(2006-2010); Standard(2006-2010)
Ford; Explorer; III(2001-2005);
Ford; Explorer; II(1995-2001);
Ford; Explorer; I(1990-1994);
Ford; Fiesta; VIII(2017-teraz); HatchbackFacelifting(2021-teraz)
Ford; Fiesta; VIII(2017-teraz); STFacelifting(2021-teraz)
Ford; Fiesta; VIII(2017-teraz); Active(2018-2022)
Ford; Fiesta; VIII(2017-teraz); ST3d(2018-2022)
Ford; Fiesta; VIII(2017-teraz); ST5d(2018-2022)
Ford; Fiesta; VIII(2017-teraz); Hatchback3d(2017-2019)
Ford; Fiesta; VIII(2017-teraz); Hatchback5d(2017-2022)
Ford; Fiesta; VII(2008-2017); Hatchback5dST(2017)
Ford; Fiesta; VII(2008-2017); VanFacelifting(2014-2017)
Ford; Fiesta; VII(2008-2017); Hatchback3dST(2013-2017)
Ford; Fiesta; VII(2008-2017); Hatchback5dFacelifting(2012-2017)
Ford; Fiesta; VII(2008-2017); Hatchback3dFacelifting(2012-2017)
Ford; Fiesta; VII(2008-2017); Hatchback5d(2008-2013)
Ford; Fiesta; VII(2008-2017); Hatchback3d(2008-2013)
Ford; Fiesta; VII(2008-2017); Van(2008-2013)
Ford; Fiesta; VI(2001-2008);
Ford; Fiesta; V(1999-2003);
Ford; Fiesta; IV(1995-1999);
Ford; Fiesta; III(1989-1997);
Ford; Fiesta; II(1983-1989);
Ford; Fiesta; I(1976-1983);
Ford; Flex; PlaceholderGen; CrossoverFacelifting(2013-teraz)
Ford; Flex; PlaceholderGen; Crossover(2008-2012)
Ford; Focus; IV(2018-teraz); HatchbackFacelifting(2021-teraz)
Ford; Focus; IV(2018-teraz); KombiFacelifting(2021-teraz)
Ford; Focus; IV(2018-teraz); HatchbackSTFacelifting(2021-teraz)
Ford; Focus; IV(2018-teraz); KombiSTFacelifting(2021-teraz)
Ford; Focus; IV(2018-teraz); ActiveKombiFacelifting(2021-teraz)
Ford; Focus; IV(2018-teraz); ActiveHatchbackFacelifting(2021-teraz)
Ford; Focus; IV(2018-teraz); Sedan(2020-2021)
Ford; Focus; IV(2018-teraz); ActiveKombi(2019-2021)
Ford; Focus; IV(2018-teraz); HatchbackST(2019-2021)
Ford; Focus; IV(2018-teraz); KombiST(2019-2021)
Ford; Focus; IV(2018-teraz); ActiveHatchback(2018-2021)
Ford; Focus; IV(2018-teraz); Hatchback(2018-2021)
Ford; Focus; IV(2018-teraz); Kombi(2018-2021)
Ford; Focus; III(2011-2018); RS(2016-2018)
Ford; Focus; III(2011-2018); STKombi(2014-2018)
Ford; Focus; III(2011-2018); ST(2014-2018)
Ford; Focus; III(2011-2018); KombiFacelifting(2014-2018)
Ford; Focus; III(2011-2018); SedanFacelifting(2014-2018)
Ford; Focus; III(2011-2018); Hatchback5dfacelifting(2014-2018)
Ford; Focus; III(2011-2018); Kombi(2011-2014)
Ford; Focus; III(2011-2018); Hatchback5d(2011-2015)
Ford; Focus; III(2011-2018); Sedan(2011-2014)
Ford; Focus; II(2003-2011); Coupe-Cabriolet(2006-2011)
Ford; Focus; II(2003-2011); Hatchback3d(2004-2011)
Ford; Focus; II(2003-2011); Hatchback5d(2004-2011)
Ford; Focus; II(2003-2011); Sedan(2004-2011)
Ford; Focus; II(2003-2011); Kombi(2004-2011)
Ford; Focus; II(2003-2011); FocusC-Max(2003-2009)
Ford; Focus; I(1998-2005); Sedan(1998-2005)
Ford; Focus; I(1998-2005); Hatchback(1998-2005)
Ford; Focus; I(1998-2005); Kombi(1998-2005)
Ford; Galaxy; IV(2015-teraz); VanFacelifting(2019-teraz)
Ford; Galaxy; IV(2015-teraz); Van(2015-2019)
Ford; Galaxy; III(2006-2015); VanFacelifting(2006-2015)
Ford; Galaxy; III(2006-2015); Van(2006-2010)
Ford; Galaxy; II(2000-2006);
Ford; Galaxy; I(1995-2000);
Ford; Kuga; III(2019-teraz); SUVFacelifting(2024-teraz)
Ford; Kuga; III(2019-teraz); SUVPlug-InFacelifting(2024-teraz)
Ford; Kuga; III(2019-teraz); SUV(2019-2024)
Ford; Kuga; III(2019-teraz); SUVPlug-In(2019-2024)
Ford; Kuga; II(2012-2019); SUVFacelifting(2016-2019)
Ford; Kuga; II(2012-2019); SUV(2012-2016)
Ford; Kuga; I(2008-2012);
Ford; Mustang; VI(2014-teraz); Mach1(2021-teraz)
Ford; Mustang; VI(2014-teraz); FastbackFacelifting(2018-teraz)
Ford; Mustang; VI(2014-teraz); ConvertibleFacelifting(2018-teraz)
Ford; Mustang; VI(2014-teraz); Convertible(2014-2017)
Ford; Mustang; VI(2014-teraz); Fastback(2014-2017)
Ford; Mustang; V(2004-2014); Cabrio(2005-2014)
Ford; Mustang; V(2004-2014); Coupe(2004-2014)
Ford; Mustang; IV(1993-2005); Cabrio(1993-2005)
Ford; Mustang; IV(1993-2005); Coupe(1993-2004)
Ford; Mustang; III(1978-1993); Coupe(1978-1993)
Ford; Mustang; III(1978-1993); Cabrio(1978-1993)
Ford; Mustang; II(1973-1978);
Ford; Mustang; I(1964-1973); Cabrio(1964-1973)
Ford; Mustang; I(1964-1973); Coupe(1964-1973)
Ford; Mustang Mach-E; PlaceholderGen; Mach-EGT(2021-teraz)
Ford; Mustang Mach-E; PlaceholderGen; Mach-E(2021-teraz)
Ford; Puma; II(2019-teraz); CrossoverST(2021-teraz)
Ford; Puma; II(2019-teraz); Crossover(2019-teraz)
Ford; Puma; I(1997-2002);
Ford; Ranger; VI(2022-teraz); Podwoziezkabiną(2023-teraz)
Ford; Ranger; VI(2022-teraz); Pojedynczakabina(2023-teraz)
Ford; Ranger; VI(2022-teraz); Przedłużonakabina(2023-teraz)
Ford; Ranger; VI(2022-teraz); Podwójnakabina(2023-teraz)
Ford; Ranger; VI(2022-teraz); Raptor(2022-teraz)
Ford; Ranger; V(2012-teraz); Podwoziezkabina(2021-teraz)
Ford; Ranger; V(2012-teraz); PojedynczakabinaFacelifting2019(2019-teraz)
Ford; Ranger; V(2012-teraz); PrzedłużonakabinaFacelifting2019(2019-teraz)
Ford; Ranger; V(2012-teraz); PodwójnakabinaFacelifting2019(2019-teraz)
Ford; Ranger; V(2012-teraz); PodwójnakabinaRaptor(2019-teraz)
Ford; Ranger; V(2012-teraz); PojedynczakabinaFacelifting(2016-2018)
Ford; Ranger; V(2012-teraz); PodwójnakabinaFacelifting(2016-2018)
Ford; Ranger; V(2012-teraz); PrzedłużonakabinaFacelifting(2016-2018)
Ford; Ranger; V(2012-teraz); Przedłużonakabina(2012-2016)
Ford; Ranger; V(2012-teraz); Podwójnakabina(2012-2016)
Ford; Ranger; V(2012-teraz); Pojedynczakabina(2012-2016)
Ford; Ranger; IV(1998-2012); SingleCabFacelifting(2010-2012)
Ford; Ranger; IV(1998-2012); DoubleCabFacelifting(2010-2012)
Ford; Ranger; IV(1998-2012); XCabFacelifting(2010-2012)
Ford; Ranger; IV(1998-2012); Pickup(1998-2011)
Ford; Ranger; III(1993-1997);
Ford; Ranger; II(1989-1992);
Ford; Ranger; I(1983-1988);
Ford; S-Max; II(2015-teraz); VanFacelifting(2019-teraz)
Ford; S-Max; II(2015-teraz); Van(2015-2019)
Ford; S-Max; I(2006-2015); VanFacelifting(2010-2015)
Ford; S-Max; I(2006-2015); Van(2006-2011)
Ford; seria F; XIII(2014-teraz);
Ford; seria F; XII(2008-2013);
Ford; seria F; XI(2004-2008);
Ford; seria F; X(1997-2004);
Ford; seria F; IX(1992-1997);
Ford; seria F; VIII(1987-1991);
Ford; seria F; VII(1980-1986);
Ford; seria F; VI(1973-1979);
Ford; seria F; V(1967-1972);
Ford; seria F; IV(1961-1966);
Ford; seria F; III(1957-1960);
Ford; seria F; II(1953-1956);
Ford; seria F; I(1948-1952);
Ford; Tourneo Connect; IV(2023-teraz); Van(2023-teraz)
Ford; Tourneo Connect; IV(2023-teraz); VanGrand(2023-teraz)
Ford; Tourneo Connect; III(2018-2022); StandardActive(2020-2022)
Ford; Tourneo Connect; III(2018-2022); GrandActive(2020-2022)
Ford; Tourneo Connect; III(2018-2022); Standard(2018-2022)
Ford; Tourneo Connect; III(2018-2022); Grand(2018-2022)
Ford; Tourneo Connect; II(2013-2018); Standard(2013-2018)
Ford; Tourneo Connect; II(2013-2018); Grand(2013-2018)
Ford; Tourneo Connect; I(2005-2013); SWB(2010-2013)
Ford; Tourneo Connect; I(2005-2013); LWB(2005-2013)
Ford; Tourneo Courier; II(2023-teraz);
Ford; Tourneo Courier; I(2014-2023); MikrovanFacelifting(2018-2023)
Ford; Tourneo Courier; I(2014-2023); Mikrovan(2014-2018)
Ford; Tourneo Custom; PlaceholderGen; L2(2012-teraz)
Ford; Tourneo Custom; PlaceholderGen; L1(2012-teraz)
Ford; Transit; VIII(2020-teraz); VAN(2020-teraz)
Ford; Transit; VIII(2020-teraz); DCiV(2020-teraz)
Ford; Transit; VIII(2020-teraz); KombiM1(2020-teraz)
Ford; Transit; VII(2014-2018);
Ford; Transit; VI(2006-2013); VanMWB(2009-2013)
Ford; Transit; VI(2006-2013); VanLWB(2009-2013)
Ford; Transit; VI(2006-2013); VanJumbo(2009-2013)
Ford; Transit; VI(2006-2013); KombiSWB(2009-2013)
Ford; Transit; VI(2006-2013); KombiLWB(2009-2013)
Ford; Transit; VI(2006-2013); KombiMWB(2009-2013)
Ford; Transit; VI(2006-2013); Mikrobus17miejscowy(2009-2013)
Ford; Transit; VI(2006-2013); Mikrobus14miejscowy(2009-2013)
Ford; Transit; VI(2006-2013); PodwoziezkabinąMWB(2009-2013)
Ford; Transit; VI(2006-2013); PodwoziezkabinąSWB(2009-2013)
Ford; Transit; VI(2006-2013); PodwoziezkabinąLWB(2009-2013)
Ford; Transit; VI(2006-2013); PodwoziezpodwójnąkabinąMWB(2009-2013)
Ford; Transit; VI(2006-2013); PodwoziezpodwójnąkabinąLWB(2009-2013)
Ford; Transit; VI(2006-2013); Podwoziezprzedłużonąramą(2009-2013)
Ford; Transit; VI(2006-2013); Podwoziezpodwójnąkabinąiprzedłużonąramą(2009-2013)
Ford; Transit; VI(2006-2013); VanSWB(2006-2013)
Ford; Transit; V(2000-2006);
Ford; Transit; IV(1994-2000);
Ford; Transit; III(1986-1994);
Ford; Transit; II(1978-1986);
Ford; Transit; I(1965-1978);
Ford; Transit; Taunus(1953-1965);
Ford; Transit Connect; III(2020-teraz); VanL1(2020-teraz)
Ford; Transit Connect; III(2020-teraz); VanL2(2020-teraz)
Ford; Transit Connect; III(2020-teraz); BrygadówkaL1(0-teraz)
Ford; Transit Connect; III(2020-teraz); BrygadówkaL2(0-teraz)
Ford; Transit Connect; III(2020-teraz); KombiL1(0-teraz)
Ford; Transit Connect; III(2020-teraz); KombiL2(0-teraz)
Ford; Transit Connect; II(2014-2020); VAN(2014-2020)
Ford; Transit Connect; II(2014-2020); Kombi(2014-2020)
Ford; Transit Connect; I(2009-2013); VanzpodwójnżkabinżSWB(2011-2013)
Ford; Transit Connect; I(2009-2013); VanzpodwójnąkabinąLWB(2011-2013)
Ford; Transit Connect; I(2009-2013); VanSWB(2009-2013)
Ford; Transit Connect; I(2009-2013); VanLWB(2009-2013)
Ford; Transit Custom; PlaceholderGen;
Ford; Aerostar; PlaceholderGen;
Ford; Aspire; PlaceholderGen;
Ford; B-MAX; PlaceholderGen;
Ford; C-MAX; II(2010-2019); MinivanFacelifting(2015-2019)
Ford; C-MAX; II(2010-2019); GrandC-MAXFacelifting(2015-2019)
Ford; C-MAX; II(2010-2019); Minivan(2010-2015)
Ford; C-MAX; II(2010-2019); GrandC-MAX(2010-2015)
Ford; C-MAX; I(2003-2010);
Ford; Capri; III(1978-1987);
Ford; Capri; II(1974-1977);
Ford; Capri; I(1968-1974);
Ford; Contour; PlaceholderGen;
Ford; Cougar; PlaceholderGen;
Ford; Courier; PlaceholderGen;
Ford; Crown Victoria; II(1998-2011);
Ford; Crown Victoria; I(1992-1997);
Ford; Crown Victoria; LTD(1983-1991); Sedan(1983-1991)
Ford; Crown Victoria; LTD(1983-1991); Kombi(1983-1991)
Ford; Econoline; IV(1992-2014);
Ford; Econoline; III(1975-1991);
Ford; Econoline; II(1968-1974);
Ford; Econoline; I(1961-1967);
Ford; Econovan; PlaceholderGen;
Ford; Edge; II(2015-2020); SUVFacelifting(2019-2020)
Ford; Edge; II(2015-2020); SUV(2015-2018)
Ford; Edge; I(2007-2015);
Ford; Edge Vignale; PlaceholderGen; SUVFacelifting(2019-2020)
Ford; Edge Vignale; PlaceholderGen; SUV(2016-2018)
Ford; Escort; VII(1995-2000); Hatchback(1995-2000)
Ford; Escort; VII(1995-2000); Cabrio(1995-2000)
Ford; Escort; VII(1995-2000); Kombi(1995-2000)
Ford; Escort; VII(1995-2000); Sedan(1995-2000)
Ford; Escort; VI(1992-1995); Cabrio(1993-1995)
Ford; Escort; VI(1992-1995); Hatchback(1992-1995)
Ford; Escort; VI(1992-1995); Kombi(1992-1995)
Ford; Escort; V(1990-1992); Hatchback(1990-1992)
Ford; Escort; V(1990-1992); Cabrio(1990-1992)
Ford; Escort; V(1990-1992); Kombi(1990-1992)
Ford; Escort; IV(1986-1990); Hatchback(1986-1990)
Ford; Escort; IV(1986-1990); Cabrio(1986-1990)
Ford; Escort; III(1980-1986); Cabrio(1983-1986)
Ford; Escort; III(1980-1986); Hatchback(1980-1986)
Ford; Escort; II(1974-1981); Hatchback(1975-1980)
Ford; Escort; II(1974-1981); Kombi(1975-1981)
Ford; Escort; II(1974-1981); RS2000(1974-1980)
Ford; Escort; I(1968-1976);
Ford; Escort USA; MKIII(1997-2003); CoupeZX2(1997-2003)
Ford; Escort USA; MKIII(1997-2003); Sedan(1997-2003)
Ford; Escort USA; MKII(1991-1996); Hatchback(1991-1996)
Ford; Escort USA; MKII(1991-1996); Kombi(1991-1996)
Ford; Escort USA; MKI(1981-1990);
Ford; Excursion; PlaceholderGen;
Ford; Expedition; III(2007-2016);
Ford; Expedition; II(2003-2006);
Ford; Expedition; I(1996-2003);
Ford; Express; PlaceholderGen;
Ford; Falcon; VI(1998-2007); Sedan(1998-2007)
Ford; Falcon; VI(1998-2007); Kombi(1998-2007)
Ford; Falcon; V(1988-1998); Sedan(1988-1998)
Ford; Falcon; V(1988-1998); Kombi(1988-1998)
Ford; Falcon; IV(1979-1988);
Ford; Falcon; III(1972-1979);
Ford; Falcon; II(1966-1972);
Ford; Falcon; I(1960-1966);
Ford; Festiva; II(1993-1997);
Ford; Festiva; I(1986-1993);
Ford; Fiesta Vignale; PlaceholderGen;
Ford; Focus Vignale; PlaceholderGen; Hatchback(2018-2021)
Ford; Focus Vignale; PlaceholderGen; Kombi(2018-2021)
Ford; Freestar; PlaceholderGen;
Ford; Fusion; PlaceholderGen;
Ford; Granada; II(1977-1985); Sedan(1977-1985)
Ford; Granada; II(1977-1985); Kombi(1977-1985)
Ford; Granada; I(1972-1977); Sedan(1972-1977)
Ford; Granada; I(1972-1977); Kombi(1972-1977)
Ford; Granada; I(1972-1977); Coupe(1972-1976)
Ford; GT; PlaceholderGen; GTCoupe(2005-2007)
Ford; GT; PlaceholderGen; GT40Coupe(1965-1968)
Ford; Ka; III(2008-2016);
Ford; Ka; II(2002-2008); Streetka(2002-2008)
Ford; Ka; II(2002-2008); Hatchback3d(2002-2008)
Ford; Ka; I(1996-2002);
Ford; Ka Plus; PlaceholderGen; Hatchback5dFacelifting(2018-2020)
Ford; Ka Plus; PlaceholderGen; HatchbackActive(2018-2020)
Ford; Ka Plus; PlaceholderGen; Hatchback5d(2017-2018)
Ford; Kuga Vignale; PlaceholderGen;
Ford; LTD; IV(1983-1988); Kombi(1983-1988)
Ford; LTD; IV(1983-1988); Sedan(1983-1988)
Ford; LTD; III(1979-1982);
Ford; LTD; II(1977-1979); Sedan(1977-1979)
Ford; LTD; II(1977-1979); Kombi(1977-1979)
Ford; LTD; II(1977-1979); Coupe(1977-1979)
Ford; LTD; I(1973-1978);
Ford; Maverick; II(2000-2007);
Ford; Maverick; I(1993-2000);
Ford; Mondeo; V(2014-2021); SedanFacelifting(2019-2021)
Ford; Mondeo; V(2014-2021); LiftbackFacelifting(2019-2021)
Ford; Mondeo; V(2014-2021); KombiFacelifting(2019-2021)
Ford; Mondeo; V(2014-2021); Sedan(2014-2019)
Ford; Mondeo; V(2014-2021); Kombi(2014-2019)
Ford; Mondeo; V(2014-2021); Liftback(2014-2019)
Ford; Mondeo; IV(2007-2014); Sedan(2007-2014)
Ford; Mondeo; IV(2007-2014); Hatchback(2007-2014)
Ford; Mondeo; IV(2007-2014); Kombi(2007-2014)
Ford; Mondeo; III(1999-2007); Hatchback(2001-2007)
Ford; Mondeo; III(1999-2007); Kombi(2001-2007)
Ford; Mondeo; III(1999-2007); Sedan(1999-2007)
Ford; Mondeo; I(1993-1996); Hatchback(1993-1996)
Ford; Mondeo; I(1993-1996); Kombi(1993-1996)
Ford; Mondeo; I(1993-1996); Sedan(1993-1996)
Ford; Mondeo; II(1993-2001); Kombi(1996-2001)
Ford; Mondeo; II(1993-2001); Hatchback(1996-2001)
Ford; Mondeo; II(1993-2001); Sedan(1993-2001)
Ford; Mondeo Vignale; PlaceholderGen; SedanFacelifting(2019-2021)
Ford; Mondeo Vignale; PlaceholderGen; LiftbackFacelifting(2019-2021)
Ford; Mondeo Vignale; PlaceholderGen; KombiFacelifting(2019-2021)
Ford; Mondeo Vignale; PlaceholderGen; Kombi(2016-2019)
Ford; Mondeo Vignale; PlaceholderGen; Liftback(2016-2019)
Ford; Mondeo Vignale; PlaceholderGen; Sedan(2016-2019)
Ford; Orion; III(1990-1994);
Ford; Orion; II(1986-1990);
Ford; Orion; I(1983-1986);
Ford; Probe; II(1992-1998);
Ford; Probe; I(1988-1993);
Ford; S-Max Vignale; PlaceholderGen;
Ford; Scorpio; II(1994-1998); Sedan(1994-1998)
Ford; Scorpio; II(1994-1998); Kombi(1994-1998)
Ford; Scorpio; I(1985-1994); Kombi(1988-1994)
Ford; Scorpio; I(1985-1994); Sedan(1986-1994)
Ford; Scorpio; I(1985-1994); Hatchback(1985-1994)
Ford; Sierra; II(1987-1993); Sedan(1987-1993)
Ford; Sierra; II(1987-1993); Hatchback(1987-1993)
Ford; Sierra; II(1987-1993); Kombi(1987-1993)
Ford; Sierra; I(1982-1986); Hatchback(1982-1986)
Ford; Sierra; I(1982-1986); Kombi(1982-1986)
Ford; Sierra; I(1982-1986); Sedan(1982-1986)
Ford; Taunus; III(1979-1982);
Ford; Taunus; II(1976-1979); Sedan(1976-1979)
Ford; Taunus; II(1976-1979); Kombi(1976-1979)
Ford; Taunus; I(1964-1976); Sedan(1964-1976)
Ford; Taunus; I(1964-1976); Kombi(1964-1976)
Ford; Taunus; I(1964-1976); Coupe(1964-1976)
Ford; Taurus; V(2007-2018); Sedan(2007-2018)
Ford; Taurus; V(2007-2018); Kombi(2007-2018)
Ford; Taurus; IV(1999-2007); Kombi(1999-2007)
Ford; Taurus; IV(1999-2007); Sedan(1999-2007)
Ford; Taurus; III(1995-1999); Sedan(1995-1999)
Ford; Taurus; III(1995-1999); Kombi(1995-1999)
Ford; Taurus; II(1991-1995); Kombi(1991-1995)
Ford; Taurus; II(1991-1995); Sedan(1991-1995)
Ford; Taurus; I(1985-1991); Sedan(1985-1991)
Ford; Taurus; I(1985-1991); Kombi(1985-1991)
Ford; Tempo; II(1987-1995);
Ford; Tempo; I(1984-1995); Sedan(1984-1987)
Ford; Tempo; I(1984-1995); Coupe(1984-1995)
Ford; Thunderbird; XI(2001-2005);
Ford; Thunderbird; X(1989-1997);
Ford; Thunderbird; IX(1983-1988);
Ford; Thunderbird; VIII(1980-1982);
Ford; Thunderbird; VII(1977-1979);
Ford; Thunderbird; VI(1972-1976);
Ford; Thunderbird; V(1967-1971);
Ford; Thunderbird; IV(1964-1966);
Ford; Thunderbird; III(1961-1963);
Ford; Thunderbird; II(1958-1960);
Ford; Thunderbird; I(1955-1957);
Ford; Transit Courier; PlaceholderGen; Van(2014-2018)
Ford; Transit Courier; PlaceholderGen; VanFacelifting(2023-teraz)
Ford; Transit Courier; PlaceholderGen; KombiFacelifting(2023-teraz)
